outcome,model,n_tracks,mae,rmse,pearson_r,spearman_rho,ccc,mean_fold_ccc,std_fold_ccc,mean_fold_rmse,mae_ci_low,mae_ci_high,rmse_ci_low,rmse_ci_high,pearson_r_ci_low,pearson_r_ci_high,spearman_rho_ci_low,spearman_rho_ci_high,ccc_ci_low,ccc_ci_high,bootstrap_resamples
arousal,dummy_mean,767,0.1531552823526586,0.184910032318079,-0.0647993529435625,-0.0683857535086515,-0.002099756230232,-1.0691222610368056e-31,2.138244522073611e-31,0.1849005294354149,0.1454667191155927,0.1605745037918156,0.1766499931657566,0.1925787925679906,-0.1344258072965416,0.0061741715580854,-0.1395908131789904,0.0037231629922885,-0.00437871037983,0.0002035709950932,2000
arousal,elastic_net,767,0.0775345925224282,0.0993607380528692,0.8432457424982184,0.8493895509273384,0.8344477714107742,0.8334623376159233,0.015250511255186,0.0993074273810486,0.0732649147660075,0.0819662320908299,0.0941300041856154,0.1046734182558149,0.8229279187529379,0.8626042739418637,0.8288862685494395,0.8678480410839553,0.8137170161428199,0.8540748675646535,2000
arousal,ridge,767,0.0781402625795664,0.1000375373628174,0.8407347196556632,0.84560791951293,0.8304287736068477,0.8294401043112805,0.0151327958194505,0.0999869756502112,0.0740496910957955,0.0827791301998908,0.0948155388288969,0.1057412132073556,0.8186531534217764,0.8594698735540092,0.8222002140485201,0.8649518752699807,0.8071001805771165,0.8497202516548173,2000
arousal,svr_rbf,767,0.0832377376888448,0.1058874213218378,0.8203135429756585,0.8285657864956469,0.7958419904786234,0.7947548200394384,0.0107260570246422,0.1058770245954812,0.0787185668123559,0.0880053061544623,0.1000862973023856,0.1117455017130709,0.7975403514665536,0.8421012374509221,0.8035280823271436,0.849182242991076,0.7718454580412538,0.8180536912036463,2000
valence,dummy_mean,767,0.1342311078831602,0.1620832947275895,-0.0668954689936656,-0.0768023588394291,-0.0022306601646276,2.28591660597528e-32,2.6032917938584555e-31,0.1617173451963641,0.1277991482393078,0.1408219159354816,0.1552598267982759,0.168905383181752,-0.1361840240825428,0.0018555314054934,-0.1447032360853255,-0.0078210048996451,-0.0045180341093181,6.0313948634903734e-05,2000
valence,elastic_net,767,0.0902804929166205,0.1157072251518878,0.7012265087869732,0.7012740595812043,0.6737656211533122,0.6742587488372488,0.0302353320352836,0.1152463858938361,0.0850236806866441,0.0952708797422512,0.1090418138014245,0.1218012814463418,0.6649549245178185,0.735345526837702,0.663480064082336,0.7379100919722167,0.6358443192554237,0.709073966993499,2000
valence,ridge,767,0.0903246344592842,0.115951507170983,0.7006569299388928,0.6983698829802862,0.675872681763681,0.676803947386329,0.0289378855452892,0.115466054785341,0.0853269706573548,0.0955198200915952,0.1093338369121117,0.122661380105183,0.6608025983291353,0.7360801250466552,0.6575767899233874,0.7338120498208988,0.635458428711657,0.7127068273870055,2000
valence,svr_rbf,767,0.0915855424451986,0.1161299884792245,0.6968756536588064,0.69873780990532,0.6559342868004695,0.6567015540827585,0.0158183954200302,0.1158103896796627,0.0866317484485468,0.0965820648159174,0.1099785046879437,0.122193096202499,0.6615565903926802,0.7286100117464932,0.6617283132700426,0.7311523061017141,0.6199098382389374,0.6879106117567099,2000
